ImageId,LabelId,Confidence,PixelCount,EncodedPixels
010c65569a2b954e37374a90c4aaed1b,36,0.4094035327,13,106 5|278 2
010c65569a2b954e37374a90c4aaed1b,37,0.1815461665,13,294 4|53 2
010c65569a2b954e37374a90c4aaed1b,36,0.1704251021,23,74 6|278 3
010c65569a2b954e37374a90c4aaed1b,35,0.118060343,14,326 4|46 3
010c65569a2b954e37374a90c4aaed1b,35,0.1070064977,164,334 14|266 11
010c65569a2b954e37374a90c4aaed1b,36,0.0870720595,18,234 6|280 2
38d8128f231191276f0ec3c41a2f9b70,36,0.8596028686,27,233 7|284 3
38d8128f231191276f0ec3c41a2f9b70,35,0.7373704314,40,171 7|267 5
38d8128f231191276f0ec3c41a2f9b70,35,0.547472477,20,141 6|278 3
38d8128f231191276f0ec3c41a2f9b70,36,0.4099783897,40,306 8|277 4
38d8128f231191276f0ec3c41a2f9b70,33,0.0844982415,17,70 5|271 3
38df2237bed706846bef0597d3460779,36,0.9776951671,25,232 6|269 3
38df2237bed706846bef0597d3460779,36,0.239149794,11,166 3|273 2
38df2237bed706846bef0597d3460779,35,0.2001830041,33,401 7|305 4
38df2237bed706846bef0597d3460779,36,0.112260446,19,134 5|269 3
38e263e5a57c453dc18672423439ae9b,36,0.8076126575,16,201 4|275 3
38e263e5a57c453dc18672423439ae9b,36,0.7457388639,31,395 7|269 3
38e263e5a57c453dc18672423439ae9b,36,0.6506479979,16,102 4|269 3
38e263e5a57c453dc18672423439ae9b,35,0.4569669664,19,167 5|272 3
38e263e5a57c453dc18672423439ae9b,36,0.3378254473,9,323 4|270 2
38e263e5a57c453dc18672423439ae9b,35,0.1331522316,515,190 35|66 14
392d34fe523593c883168d2f6e9cd04b,36,0.6943116784,16,104 4|269 3
392d34fe523593c883168d2f6e9cd04b,35,0.3872237206,44,242 9|272 4
392d34fe523593c883168d2f6e9cd04b,35,0.2858946025,29,75 6|280 4
392d34fe523593c883168d2f6e9cd04b,36,0.240677461,25,173 6|269 3
392d34fe523593c883168d2f6e9cd04b,33,0.110013783,2726,25 35|232 77
39586fa13d38a086246eb94730792aa6,33,0.5404703021,22,230 5|262 4
39586fa13d38a086246eb94730792aa6,35,0.1152626052,39,305 8|282 4
3974df98f9c2c9ca62cef78cb7ac88d9,35,0.2435357273,42,139 8|267 4
3974df98f9c2c9ca62cef78cb7ac88d9,33,0.1356134862,1754,162 33|253 52
39a8414b6e52cb6ed6f6fb44f0289e3d,36,0.1745194942,12,69 4|267 2
6133999c92d62ba8d675a32ce40b0108,36,0.76448524,7,166 2|274 2
6133999c92d62ba8d675a32ce40b0108,36,0.4313654304,17,267 5|270 3
6133999c92d62ba8d675a32ce40b0108,36,0.345059067,19,233 5|278 3
6133999c92d62ba8d675a32ce40b0108,36,0.3297500312,13,199 5|277 2
6133999c92d62ba8d675a32ce40b0108,33,0.0982272327,2206,88 31|236 69
6144c93c04000a963f8df4ee17c49a50,33,0.0700378567,19,106 6|273 3
61515ccadbe4f68f671894a544ad5cd9,36,0.7587139606,20,299 6|263 3
61515ccadbe4f68f671894a544ad5cd9,36,0.1502436101,47,337 9|283 4
61515ccadbe4f68f671894a544ad5cd9,36,0.143008396,22,201 4|275 4
61515ccadbe4f68f671894a544ad5cd9,36,0.1212952062,19,268 6|284 3
61966dde99ee3bf8458adb3fbaf6519e,36,0.6097885966,23,206 7|272 3
61966dde99ee3bf8458adb3fbaf6519e,36,0.4299078286,13,101 4|271 2
61966dde99ee3bf8458adb3fbaf6519e,33,0.2852796316,208,242 16|272 12
61966dde99ee3bf8458adb3fbaf6519e,33,0.2242771387,2124,58 32|242 64
61a09b8e036d96de11c87f8af24b1c3c,36,0.4363210797,15,10 4|205 3
61a09b8e036d96de11c87f8af24b1c3c,35,0.0812577158,23,75 6|214 3
61d601fbbd9be1d9d5cea6659fdb478b,36,0.8451893926,29,266 7|271 4
61d601fbbd9be1d9d5cea6659fdb478b,36,0.6555687785,14,200 4|270 3
61d601fbbd9be1d9d5cea6659fdb478b,33,0.6395435333,282,136 16|273 17
61d601fbbd9be1d9d5cea6659fdb478b,35,0.4938575029,26,235 6|281 3
61d601fbbd9be1d9d5cea6659fdb478b,36,0.2820955217,12,168 4|268 2
61d601fbbd9be1d9d5cea6659fdb478b,33,0.1038214937,2234,204 24|231 91
61d601fbbd9be1d9d5cea6659fdb478b,35,0.0951186642,25,304 7|276 3
61ddadac616859be44901b6489662e09,36,0.8832900524,21,171 6|280 3
61ddadac616859be44901b6489662e09,36,0.3503985405,11,135 4|282 2
61ddadac616859be44901b6489662e09,33,0.1275601536,3663,262 33|213 109
61f15519a129821ecfc99a8040ddbb0a,36,0.7846979499,10,198 3|263 2
61f15519a129821ecfc99a8040ddbb0a,35,0.7376106977,36,304 7|272 4
61f15519a129821ecfc99a8040ddbb0a,36,0.6016492248,23,234 6|281 3
61f15519a129821ecfc99a8040ddbb0a,36,0.5483257174,20,167 5|275 3
61f15519a129821ecfc99a8040ddbb0a,36,0.4153738022,27,268 6|271 3
61f15519a129821ecfc99a8040ddbb0a,36,0.1524561793,13,102 4|264 2
61f15519a129821ecfc99a8040ddbb0a,35,0.0742592365,33,336 7|273 4
621955f28d594485c0e329c0ae393830,33,0.1681402177,2228,248 34|239 64
621955f28d594485c0e329c0ae393830,33,0.072998032,305,76 17|198 17
c08594b8bfe42348b0fe056136492596,35,0.333969593,11,235 3|272 2
c08594b8bfe42348b0fe056136492596,35,0.2283999324,214,304 16|271 13
c08594b8bfe42348b0fe056136492596,35,0.0907759443,182,306 16|239 11
c097d7ce65c11e4f09eb876a87bea518,35,0.534114182,183,140 13|269 13
c097d7ce65c11e4f09eb876a87bea518,35,0.414737016,22,140 5|265 4
c0aa815d19c73bd150cd57500db3c1ca,33,0.3909129798,2736,291 34|233 78
c0aa815d19c73bd150cd57500db3c1ca,35,0.1130734757,35,80 8|79 4
c0aa815d19c73bd150cd57500db3c1ca,36,0.0864910781,25,15 6|83 3
c0df470196ec542068af308372767bd9,35,0.7639739513,32,176 6|277 4
c0df470196ec542068af308372767bd9,36,0.6211792827,22,103 5|267 3
c0df470196ec542068af308372767bd9,33,0.2957109809,11,69 3|266 3
c0df470196ec542068af308372767bd9,33,0.1944641173,2888,308 49|312 58
c0ea67c32e8156cb88e2126491fabbe5,36,0.887103498,28,231 6|269 4
c100ffd08fcb432f0ea35dd002ed8ef6,36,0.1042389497,20,299 5|276 3
c136aa58eac26a1bda6fd66212ffb689,36,0.9426869154,15,295 5|274 2
c136aa58eac26a1bda6fd66212ffb689,36,0.8597126007,15,236 4|280 3
c136aa58eac26a1bda6fd66212ffb689,36,0.2031110078,37,371 7|277 4
c136aa58eac26a1bda6fd66212ffb689,35,0.1729911119,18,333 6|278 2
c158a5fa32f50af4e5896c4f75f5dc2b,36,0.9849482179,22,295 6|280 3
c158a5fa32f50af4e5896c4f75f5dc2b,36,0.4729188085,18,75 5|264 3
c158a5fa32f50af4e5896c4f75f5dc2b,36,0.1529895216,25,365 5|282 4
c158a5fa32f50af4e5896c4f75f5dc2b,35,0.1456688792,19,134 5|279 3
c158a5fa32f50af4e5896c4f75f5dc2b,36,0.1115254611,13,168 4|278 3
c158a5fa32f50af4e5896c4f75f5dc2b,33,0.0973298624,19,197 5|272 3
c21d924130761437861f551a51ac74d6,36,0.8638376594,16,329 5|270 2
c21d924130761437861f551a51ac74d6,35,0.8366191387,139,108 11|272 11
c21d924130761437861f551a51ac74d6,36,0.4625669718,16,295 5|271 2
c21d924130761437861f551a51ac74d6,36,0.4478627443,12,262 4|267 2
c21d924130761437861f551a51ac74d6,35,0.3918388188,19,232 5|278 3
c21d924130761437861f551a51ac74d6,36,0.3881221116,14,199 4|269 3
c21d924130761437861f551a51ac74d6,36,0.2839241922,25,361 6|272 3
c21d924130761437861f551a51ac74d6,36,0.1683069468,19,134 5|279 3
c21d924130761437861f551a51ac74d6,36,0.077504307,29,395 7|274 3
c223b7d835fbcd17b271f22243c4a28b,35,0.5832536817,18,139 5|309 3
c223b7d835fbcd17b271f22243c4a28b,33,0.1161398813,3287,281 40|225 81
7ff6e5d74cb2ab60bd3de7aa4325162c,33,0.6285473704,10,234 3|268 2
7ff6e5d74cb2ab60bd3de7aa4325162c,36,0.323261857,23,269 6|279 3
8011001ad655fd6154ce46a6d8e99341,33,0.6303216219,2144,242 40|280 53
8011001ad655fd6154ce46a6d8e99341,36,0.319625169,24,237 7|268 3
8011001ad655fd6154ce46a6d8e99341,36,0.1601842046,26,18 6|213 4
8011001ad655fd6154ce46a6d8e99341,33,0.1003502309,2059,165 24|230 85
8011001ad655fd6154ce46a6d8e99341,35,0.0851457119,25,201 6|273 3
801b0cd088956fd4adcdd7cc34dab575,35,0.7168934345,33,171 7|278 4
801b0cd088956fd4adcdd7cc34dab575,36,0.6663635373,17,135 5|261 3
801b0cd088956fd4adcdd7cc34dab575,36,0.5696145296,18,107 5|280 3
801b0cd088956fd4adcdd7cc34dab575,35,0.1940632761,36,241 7|274 4
8031690a875647684d219a1a663ec78e,36,0.8870373368,19,202 5|271 3
8031690a875647684d219a1a663ec78e,36,0.7837166786,13,136 4|283 2
8031690a875647684d219a1a663ec78e,36,0.4327776432,24,268 6|266 3
8031690a875647684d219a1a663ec78e,36,0.3218244314,25,16 5|272 4
8031690a875647684d219a1a663ec78e,36,0.0833178163,17,168 5|278 3
8044cd48aa49bcf01e70d65c55ec2f6b,35,0.4192635417,29,236 6|265 4
8044cd48aa49bcf01e70d65c55ec2f6b,35,0.3193538189,38,205 7|273 5
8044cd48aa49bcf01e70d65c55ec2f6b,35,0.1714153737,29,74 7|274 4
8044cd48aa49bcf01e70d65c55ec2f6b,35,0.1305657327,40,113 8|276 4
806c8b0646e327cbc65a2e4f92809b7a,36,0.96905303,13,231 4|273 2
806c8b0646e327cbc65a2e4f92809b7a,36,0.1141248718,12,197 4|271 2
806c8b0646e327cbc65a2e4f92809b7a,36,0.104148075,12,135 3|270 3
809229778e0763bda486094b93192e6a,36,0.9730908275,35,325 7|276 4
809229778e0763bda486094b93192e6a,36,0.9307531118,14,297 5|269 2
0131820efdf8a4cf8882e379d8120c22,36,0.7607876658,15,198 5|278 2
0131820efdf8a4cf8882e379d8120c22,33,0.1701457053,2946,223 28|217 102
04c39b5344b6ea6b5bb72e42fb24b8e4,36,0.9578150511,15,231 4|277 3
04c39b5344b6ea6b5bb72e42fb24b8e4,36,0.8174269795,18,9 5|271 3
04c39b5344b6ea6b5bb72e42fb24b8e4,36,0.2452295274,18,137 5|278 3
04c39b5344b6ea6b5bb72e42fb24b8e4,36,0.1642989814,28,305 9|281 3
04c39b5344b6ea6b5bb72e42fb24b8e4,36,0.0704533309,12,197 4|277 2
07ffe26257780929d775e725f1d1d4c5,36,0.1344309002,24,235 7|275 3
07ffe26257780929d775e725f1d1d4c5,35,0.103843689,23,205 6|269 3
07ffe26257780929d775e725f1d1d4c5,36,0.1003303528,20,15 5|240 3
0aa38f3841f7aa778c0e2cdd6a29dc1a,36,0.1049971581,526,66 36|193 14
0bfc7743c18b41680bb1a79b227a210f,36,0.9869707227,33,199 9|283 3
0bfc7743c18b41680bb1a79b227a210f,35,0.7960018516,44,268 8|264 4
0bfc7743c18b41680bb1a79b227a210f,35,0.7827839851,102,263 12|277 8
0bfc7743c18b41680bb1a79b227a210f,36,0.7211076021,15,107 4|282 3
0bfc7743c18b41680bb1a79b227a210f,33,0.4540330768,18,167 4|268 4
0bfc7743c18b41680bb1a79b227a210f,33,0.2348810285,3076,300 49|301 61
0dfc5569fe15b3e55efe7de642a08bc4,36,0.7152223587,20,139 5|279 3
0dfc5569fe15b3e55efe7de642a08bc4,36,0.3348268867,20,105 6|280 3
10d5d3ad37c18de3b52e719c29440fdb,36,0.0868057981,27,330 6|278 4
17ddd67fe26d4c4f51ce6896fbd9c948,36,0.0885404795,23,361 5|300 4
1e0c6d2d5cdc161478c30a982fe86ed1,36,0.1858294606,12,327 4|276 2
20ccc8f0a92783fb3d48aaf0ae333366,36,0.8415763378,21,367 6|311 3
20ccc8f0a92783fb3d48aaf0ae333366,35,0.7005521655,220,304 16|269 13
20ccc8f0a92783fb3d48aaf0ae333366,35,0.4030536711,38,270 10|269 3
20ccc8f0a92783fb3d48aaf0ae333366,33,0.3162714243,3124,272 54|311 57
20ef646798b7f24cb3232b0e4884b9b5,35,0.3956855536,32,269 6|275 5
20f24246c4f94dc2a1d127d7f1d06fb7,33,0.2746354043,895,217 25|289 35
20f24246c4f94dc2a1d127d7f1d06fb7,35,0.2562577724,21,176 5|275 4
20f24246c4f94dc2a1d127d7f1d06fb7,36,0.1221343428,23,139 7|207 3
20f5e3d4d15805c4a8cbc443fc9df75b,36,0.2078110278,14,262 4|277 2
20f5e3d4d15805c4a8cbc443fc9df75b,33,0.1254169196,2351,293 31|245 75
20f5e3d4d15805c4a8cbc443fc9df75b,35,0.1075050831,31,169 7|279 4
210271a70090d301cedccc4d76ffb2fc,36,0.9833317995,16,236 5|277 3
210271a70090d301cedccc4d76ffb2fc,36,0.8068127036,19,301 5|276 3
210271a70090d301cedccc4d76ffb2fc,35,0.3351457119,33,201 6|273 5
210271a70090d301cedccc4d76ffb2fc,33,0.153273657,173,240 13|271 12
2146b1a7d023d04a04c36f20605453eb,35,0.2663466036,34,206 7|76 4
21534eaadea35ce70aeaf540fe30175e,35,0.7743535638,30,334 7|280 4
21534eaadea35ce70aeaf540fe30175e,36,0.3335137665,21,271 5|278 3
21534eaadea35ce70aeaf540fe30175e,36,0.1098510772,13,199 5|282 2
21534eaadea35ce70aeaf540fe30175e,36,0.0859077796,22,300 6|278 3
2180bab93ddefbda1c1e28c31b1f5b20,35,0.5773707032,38,141 6|275 5
2180bab93ddefbda1c1e28c31b1f5b20,33,0.4721123576,182,101 14|263 12
21ca31347c6e5de6495d935afaecdf2d,36,0.8412304521,23,201 6|272 3
21ca31347c6e5de6495d935afaecdf2d,36,0.2704595923,16,169 6|277 2
21d0f8160482aa9f140e75370233d932,35,0.4658611715,25,136 6|267 3
21d0f8160482aa9f140e75370233d932,35,0.19417274,222,134 15|271 13
21d0f8160482aa9f140e75370233d932,36,0.1273524761,23,169 5|266 3
dcd2f6311fc1c8dddef0860265900fdb,36,0.2706676424,18,398 5|278 3
dd491545ad7121ad5a19924301c9656d,35,0.7688893676,176,273 15|265 11
dd60c01c9886305b566a4a7ec07318e3,36,0.6697714329,21,231 7|273 2
dd60c01c9886305b566a4a7ec07318e3,35,0.4813698232,40,308 9|279 4
dd60c01c9886305b566a4a7ec07318e3,33,0.3496136069,20,170 4|277 4
dd60c01c9886305b566a4a7ec07318e3,33,0.3110628724,20,201 5|271 3
dd60c01c9886305b566a4a7ec07318e3,36,0.2769957781,18,104 5|271 3
dd60c01c9886305b566a4a7ec07318e3,35,0.2226963937,24,79 7|278 3
dd60c01c9886305b566a4a7ec07318e3,35,0.2048456818,32,273 7|272 4
dd60c01c9886305b566a4a7ec07318e3,35,0.1166114882,374,308 17|257 21
dd60c01c9886305b566a4a7ec07318e3,33,0.0876733288,993,284 26|289 36
dd60c01c9886305b566a4a7ec07318e3,36,0.072841838,505,313 32|157 15
dd68585db3e1ee6f0d9c4b2ef55c90da,36,0.8396390676,27,304 8|276 3
dd68585db3e1ee6f0d9c4b2ef55c90da,36,0.5789952278,12,232 4|267 2
dd68585db3e1ee6f0d9c4b2ef55c90da,33,0.5464760065,13,107 3|279 3
dd68585db3e1ee6f0d9c4b2ef55c90da,33,0.5284122825,21,169 5|273 3
dd68585db3e1ee6f0d9c4b2ef55c90da,36,0.3670889139,15,201 4|268 3
dd68585db3e1ee6f0d9c4b2ef55c90da,33,0.2825932205,1792,241 21|235 84
dd68585db3e1ee6f0d9c4b2ef55c90da,36,0.1912610978,17,136 4|276 3
dd923375e40101d6a6fb54fae2a9ef46,36,0.9764280915,19,233 6|268 3
dd923375e40101d6a6fb54fae2a9ef46,33,0.6838926673,13,162 4|265 2
dda75f275a5aed58f3d79b5d0600f462,36,0.9928511381,19,301 6|280 2
dda75f275a5aed58f3d79b5d0600f462,36,0.9770565629,12,265 5|280 2
dda75f275a5aed58f3d79b5d0600f462,35,0.8529546261,40,175 8|273 4
dda75f275a5aed58f3d79b5d0600f462,35,0.322152853,365,202 16|263 22
dda9a2bdd81d263bace9cceefb180dce,36,0.9637367725,17,172 5|271 3
dda9a2bdd81d263bace9cceefb180dce,36,0.8585567474,28,203 7|274 3
dda9a2bdd81d263bace9cceefb180dce,36,0.8124406934,19,138 6|282 3
dda9a2bdd81d263bace9cceefb180dce,35,0.6965710521,23,74 5|266 4
de28efdd081cc294ce1539198c07eb5e,36,0.7924049497,17,329 6|277 2
de28efdd081cc294ce1539198c07eb5e,36,0.7595520616,12,294 4|269 2
de28efdd081cc294ce1539198c07eb5e,36,0.2518244386,16,202 4|280 3
de28efdd081cc294ce1539198c07eb5e,36,0.1626170576,17,235 5|281 3
de7425724f9a8419b14fd13467b28925,36,0.9839727283,21,300 6|271 3
de7425724f9a8419b14fd13467b28925,36,0.8321950436,11,230 3|271 2
de7425724f9a8419b14fd13467b28925,36,0.651561141,18,264 5|270 3
de7425724f9a8419b14fd13467b28925,35,0.3129104972,20,205 6|281 3
deee29483557815087d6f1e1685dee2e,36,0.7339667082,34,267 8|271 4
deee29483557815087d6f1e1685dee2e,33,0.6751496196,17,165 5|279 3
deee29483557815087d6f1e1685dee2e,35,0.5692866445,38,234 7|275 5
deee29483557815087d6f1e1685dee2e,36,0.4831925631,14,196 5|269 2
deee29483557815087d6f1e1685dee2e,35,0.4455266297,41,304 9|278 4
deee29483557815087d6f1e1685dee2e,35,0.1402085274,37,336 8|272 4
deefc5cb8b3413437a420580a65ff144,33,0.7137048841,15,71 4|281 3
deefc5cb8b3413437a420580a65ff144,36,0.2647607028,12,170 4|276 2
deefc5cb8b3413437a420580a65ff144,36,0.238402009,24,136 5|265 4
deefc5cb8b3413437a420580a65ff144,35,0.0991161838,238,207 15|265 14
df221648e6976f8d979c0bd070ed88a3,36,0.2732258439,29,206 8|276 3
df221648e6976f8d979c0bd070ed88a3,36,0.2265824825,34,401 7|183 4
df221648e6976f8d979c0bd070ed88a3,36,0.0836011767,513,120 32|255 15
a4afd2c168736db6c0a621133e2011d6,36,0.4397684038,21,300 6|279 2
a4afd2c168736db6c0a621133e2011d6,35,0.2720969915,243,271 15|266 15
a4afd2c168736db6c0a621133e2011d6,33,0.1732670814,2783,186 37|241 74
a4f994fb70b0acfdc0717f0834a615b2,33,0.142928794,1997,67 32|244 61
a4f994fb70b0acfdc0717f0834a615b2,36,0.1112137139,12,166 5|269 2
a50de75570c16f731bef63afb7a3b5b3,36,0.6707412004,21,234 6|268 2
a50de75570c16f731bef63afb7a3b5b3,35,0.3978467286,36,270 8|276 4
a548dd985c66fadbf22a8cb6794648f8,35,0.1898929626,211,78 14|296 14
a548dd985c66fadbf22a8cb6794648f8,35,0.1386522353,18,143 5|309 3
a5720d0edf39278e02f7991778838b75,36,0.8065328002,13,294 4|279 2
a5720d0edf39278e02f7991778838b75,36,0.2454345077,17,328 5|271 2
a5720d0edf39278e02f7991778838b75,36,0.2201512903,18,200 5|283 3
a5720d0edf39278e02f7991778838b75,35,0.1832900494,35,397 8|273 4
a59cb936d85045f33e8d7b151e15c3c4,35,0.8353094459,36,273 7|267 4
a59cb936d85045f33e8d7b151e15c3c4,36,0.4439988434,16,234 4|266 3
a59cb936d85045f33e8d7b151e15c3c4,33,0.3804040253,19,201 4|275 3
a59cb936d85045f33e8d7b151e15c3c4,35,0.0839819089,45,307 9|276 4
a5f203c5e89e2049f69eae2b745ae39b,35,0.6017028689,38,273 8|276 4
a5f203c5e89e2049f69eae2b745ae39b,36,0.4357574284,15,201 5|274 2
a5f203c5e89e2049f69eae2b745ae39b,36,0.3273473382,18,134 5|275 3
a5f203c5e89e2049f69eae2b745ae39b,35,0.2853043973,25,236 6|277 3
a5f203c5e89e2049f69eae2b745ae39b,35,0.2823863626,42,304 8|269 4
a5f203c5e89e2049f69eae2b745ae39b,36,0.2548685968,15,103 4|274 3
a5f203c5e89e2049f69eae2b745ae39b,36,0.1115695611,490,293 35|255 13
a63005504c8b96b856c8dae00910301b,36,0.8587334156,27,77 6|279 3
a63005504c8b96b856c8dae00910301b,35,0.2705611289,35,336 8|271 3
a64556a777e459b6082b34098369064f,36,0.157202512,30,179 6|272 4
a64556a777e459b6082b34098369064f,36,0.0738884956,487,229 36|257 13
a6b99c567f85f61d08d82a14a6a799bd,36,0.8026745915,21,332 5|277 3
a6b99c567f85f61d08d82a14a6a799bd,35,0.1600813419,29,141 7|271 4
a6b99c567f85f61d08d82a14a6a799bd,36,0.124557443,31,243 8|238 3
a6b99c567f85f61d08d82a14a6a799bd,36,0.1073577404,16,297 5|273 2
a6c2bf06f7f05d0ed68e78e2196d9ae2,36,0.8825896382,21,234 5|263 3
a6c2bf06f7f05d0ed68e78e2196d9ae2,36,0.4028178751,29,269 6|277 4
a6c2bf06f7f05d0ed68e78e2196d9ae2,33,0.275144577,19,202 5|280 3
a6c2bf06f7f05d0ed68e78e2196d9ae2,35,0.2160543799,44,306 8|276 5
a6c2bf06f7f05d0ed68e78e2196d9ae2,35,0.2029898912,554,58 37|258 14
a6c58d94fe5e01334da62fbd2673cf34,35,0.7839004397,40,307 8|272 4
a6c58d94fe5e01334da62fbd2673cf34,35,0.3943479657,39,273 9|276 4
a6c58d94fe5e01334da62fbd2673cf34,36,0.2818883955,25,238 6|275 3
a6c58d94fe5e01334da62fbd2673cf34,36,0.1403856874,13,196 5|279 2
a6cbe839a7eb46721d28020b4657cc99,36,0.9452289343,11,328 4|274 2
51ddeef4bc344aee3f1454cb58af0c68,33,0.7290186286,15,138 4|267 3
51ddeef4bc344aee3f1454cb58af0c68,35,0.6899324656,35,240 6|271 4
51ddeef4bc344aee3f1454cb58af0c68,36,0.6088013053,25,204 6|272 3
51ddeef4bc344aee3f1454cb58af0c68,36,0.2643545568,20,170 5|278 3
51ddeef4bc344aee3f1454cb58af0c68,36,0.1526319385,17,103 6|281 2
52207abcf14095c39af732104fed9fab,36,0.7157444358,13,196 4|261 3
52207abcf14095c39af732104fed9fab,35,0.6031812429,25,271 6|273 3
52207abcf14095c39af732104fed9fab,36,0.2077523619,17,232 5|282 3
52207abcf14095c39af732104fed9fab,36,0.1210055128,13,165 5|265 2
523cc32f8f1d60c8876975eeda8d1220,36,0.4483025372,31,397 7|213 4
52506e3ab04caf79c631f1fa323e0e93,36,0.6344585419,19,234 7|274 2
52506e3ab04caf79c631f1fa323e0e93,33,0.1895599663,3665,252 38|222 94
52506e3ab04caf79c631f1fa323e0e93,36,0.111532785,19,196 6|263 2
52506e3ab04caf79c631f1fa323e0e93,33,0.0729696155,4078,111 56|88 71
52741122d90ff614ede5342a809d78b4,36,0.1657639742,26,174 6|113 3
52ea2146107c34eb390fc2173d8681ef,33,0.7891105413,24,168 5|280 4
52ea2146107c34eb390fc2173d8681ef,36,0.744979322,19,301 5|268 3
52ea2146107c34eb390fc2173d8681ef,36,0.7396594286,18,234 7|276 2
52ea2146107c34eb390fc2173d8681ef,35,0.6531273723,39,269 7|269 5
52ea2146107c34eb390fc2173d8681ef,36,0.4286413789,26,145 6|282 4
52ea2146107c34eb390fc2173d8681ef,36,0.3960776031,10,196 4|270 2
52eb457f93f054ab64e8df4be2b72914,33,0.4831606746,2669,215 42|273 62
52fd0df4282557e1ea5bee6298c80232,36,0.6135028005,26,200 6|271 3
52fd0df4282557e1ea5bee6298c80232,36,0.6023362875,19,303 5|272 3
52fd0df4282557e1ea5bee6298c80232,36,0.17568928,20,231 5|280 3
52fd0df4282557e1ea5bee6298c80232,36,0.1562583596,26,135 6|280 4
52fd0df4282557e1ea5bee6298c80232,36,0.1176502556,19,108 4|279 3
5332f0d74623ef5eb36d968350bc7d10,36,0.9462167025,18,8 5|272 3
5332f0d74623ef5eb36d968350bc7d10,36,0.8068771362,27,367 6|89 3
5332f0d74623ef5eb36d968350bc7d10,36,0.4728925228,12,200 4|280 2
5332f0d74623ef5eb36d968350bc7d10,33,0.3089811206,1267,142 22|253 56
5332f0d74623ef5eb36d968350bc7d10,36,0.2790795863,18,266 5|279 3
5332f0d74623ef5eb36d968350bc7d10,36,0.1442264766,12,235 4|283 2
5332f0d74623ef5eb36d968350bc7d10,36,0.1411899924,28,398 8|87 3
5349201c803edd4f49ed4d007076e0d5,33,0.6249656677,27,169 5|270 4
5349201c803edd4f49ed4d007076e0d5,36,0.3490982056,29,367 7|376 4
5349201c803edd4f49ed4d007076e0d5,33,0.2778794765,2720,229 38|237 70
5349201c803edd4f49ed4d007076e0d5,35,0.2334015816,15,330 5|371 2
535f02ab50d81a4a879bfaf2fb110f65,33,0.4250436425,24,136 6|279 3
536443d4020fe915f6b8d951dc847cdd,36,0.8767739534,15,7 4|272 3
b5f1940776f628d05af79c6a71a8e0ca,36,0.8604103923,15,136 5|262 2
b5f1940776f628d05af79c6a71a8e0ca,33,0.7038444877,17,106 5|279 3
